OFFENDER_ID,INCIDENT_ID,OFF_AGE_NUM,OFF_SEX_CODE,OFF_ETHNICITY_NAME,OFF_RACE_DESC,OFF_AGE_CODE
139270526,122487203,34,M,NA,White,AG
139266477,122487206,66,M,NA,Black or African American,AG
139266478,122487206,22,M,NA,White,AG
139266480,122487207,56,M,NA,Black or African American,AG
139266479,122487207,22,F,NA,Black or African American,AG
139266481,122487208,58,M,NA,White,AG
139266482,122487209,NA,NA,NA,NA,NA
139266483,122487210,NA,NA,NA,NA,NA
139255589,122487212,34,M,NA,Black or African American,AG
139266486,122487212,NA,M,NA,Black or African American,00
139266488,122487214,40,M,NA,White,AG
139255597,122491597,NA,U,NA,Unknown,00
139255598,122491597,21,M,NA,Black or African American,AG
139266494,122491598,NA,NA,NA,NA,NA
139266498,122491603,23,M,NA,White,AG
139266499,122487220,18,M,NA,Black or African American,AG
139266500,122487220,17,M,NA,Black or African American,AG
139255610,122487221,18,M,NA,White,AG
139266501,122487222,NA,NA,NA,NA,NA
139255611,122487224,NA,U,NA,Unknown,00
139255615,122487225,61,M,NA,White,AG
139266504,122487226,NA,NA,NA,NA,NA
139255617,122487228,35,M,NA,Black or African American,AG
139266508,122487232,NA,NA,NA,NA,NA
139266509,122487233,NA,NA,NA,NA,NA
139266511,122471637,14,M,NA,White,AG
139255632,122487236,NA,NA,NA,NA,NA
139266514,122487237,16,M,NA,White,AG
139266515,122487237,NA,M,NA,Black or African American,00
139266517,122487238,15,M,NA,White,AG
139266516,122487238,15,F,NA,Black or African American,AG
139266518,122487238,NA,F,NA,White,00
139266520,122487240,NA,M,NA,White,00
139270567,122487241,11,F,NA,Black or African American,AG
139266523,122471648,NA,U,NA,Unknown,00
139266524,122487242,NA,NA,NA,NA,NA
139266525,122487243,28,M,NA,Black or African American,AG
139270571,122471649,NA,U,NA,Unknown,00
139266527,122487245,NA,NA,NA,NA,NA
139266532,122487248,68,M,NA,Black or African American,AG
139266535,122487251,16,M,NA,Black or African American,AG
139266539,122487253,38,F,NA,White,AG
139255652,122491637,49,M,NA,Black or African American,AG
139266541,122487254,48,M,NA,White,AG
139266542,122487254,56,F,NA,White,AG
139255656,122487255,46,F,NA,White,AG
139266544,122487257,NA,U,NA,Unknown,00
139266548,122487259,NA,NA,NA,NA,NA
139266553,122487261,NA,NA,NA,NA,NA
139255672,122487265,NA,NA,NA,NA,NA
139255674,122487267,NA,M,NA,Unknown,00
139255675,122487267,NA,F,NA,Unknown,00
139266565,122487268,35,M,NA,Black or African American,AG
139266566,122487268,22,F,NA,Black or African American,AG
139270607,122471685,NA,NA,NA,NA,NA
139270608,122471686,NA,NA,NA,NA,NA
139266575,122487273,33,M,NA,Black or African American,AG
139266576,122487273,28,F,NA,Black or African American,AG
139266577,122487274,22,M,NA,White,AG
139266578,122487274,23,M,NA,White,AG
139266582,122487277,20,M,NA,Black or African American,AG
139266583,122487278,NA,NA,NA,NA,NA
139255701,122491671,NA,F,NA,Black or African American,00
139255700,122491671,NA,F,NA,Black or African American,00
139255703,122491671,NA,F,NA,Black or African American,00
139255702,122491671,NA,F,NA,Black or African American,00
139266590,122487282,NA,NA,NA,NA,NA
139266591,122487283,NA,NA,NA,NA,NA
139266593,122487284,NA,M,NA,Black or African American,00
139266594,122487285,35,M,NA,Unknown,AG
139255708,122491679,NA,NA,NA,NA,NA
139266595,122487286,NA,U,NA,Unknown,00
139266596,122491682,NA,U,NA,Unknown,00
139266597,122487287,NA,M,NA,Black or African American,00
139266598,122487288,29,F,NA,White,AG
139266599,122487289,NA,NA,NA,NA,NA
139255716,122487290,34,F,NA,Black or African American,AG
139255718,122487292,51,M,NA,Black or African American,AG
139255719,122487292,42,F,NA,Black or African American,AG
139266604,122487296,NA,M,NA,Unknown,00
139266605,122487297,NA,F,NA,Unknown,00
139266606,122487298,NA,NA,NA,NA,NA
139266607,122487299,46,M,NA,Black or African American,AG
139255730,122487300,19,M,NA,Black or African American,AG
139255731,122487300,17,F,NA,Black or African American,AG
139255729,122487300,18,M,NA,Black or African American,AG
139266610,122487303,NA,F,NA,White,00
139266612,122487305,NA,U,NA,Unknown,00
139266614,122487307,58,M,NA,White,AG
139266616,122491702,43,M,NA,White,AG
139266615,122491702,41,F,NA,White,AG
139266617,122487308,28,M,NA,Black or African American,AG
139266618,122487309,35,M,NA,White,AG
139266619,122487310,NA,F,NA,Black or African American,00
139266620,122487311,40,M,NA,White,AG
139266624,122487312,20,M,NA,Black or African American,AG
139266623,122487312,19,M,NA,White,AG
139266625,122487313,26,F,NA,Black or African American,AG
139255746,122487314,NA,NA,NA,NA,NA
139266626,122487315,40,M,NA,White,AG
139255747,122487316,25,M,NA,Black or African American,AG
139255748,122487317,13,M,NA,White,AG
139255749,122487319,NA,U,NA,Unknown,00
139266629,122487320,78,M,NA,White,AG
139266633,122487322,NA,NA,NA,NA,NA
139266638,122487324,NA,M,NA,White,00
139266640,122487324,NA,M,NA,White,00
139266639,122487324,NA,M,NA,White,00
139266637,122487324,NA,M,NA,White,00
139266642,122487324,NA,M,NA,White,00
139266641,122487324,NA,M,NA,White,00
139266635,122487324,NA,M,NA,White,00
139266636,122487324,NA,M,NA,White,00
139266643,122487325,13,M,NA,Black or African American,AG
139255756,122487326,NA,M,NA,Unknown,00
139266644,122487327,NA,NA,NA,NA,NA
139255757,122487328,40,F,NA,Black or African American,AG
139266646,122487330,NA,U,NA,Unknown,00
139266648,122487331,29,F,NA,White,AG
139266649,122487332,16,F,NA,Black or African American,AG
139266650,122487333,NA,NA,NA,NA,NA
139266651,122491724,30,M,NA,White,AG
139266652,122487334,NA,NA,NA,NA,NA
139266653,122487335,23,M,NA,White,AG
139266655,122487336,78,M,NA,White,AG
139266654,122487336,39,F,NA,White,AG
139255772,122487338,34,M,NA,Black or African American,AG
139266658,122487339,15,M,NA,Black or African American,AG
139266657,122487339,15,F,NA,Black or African American,AG
139266659,122487340,NA,M,NA,White,00
139266660,122487341,NA,M,NA,White,00
139266662,122487342,21,M,NA,Black or African American,AG
139266663,122487343,NA,U,NA,Unknown,00
139255774,122487344,NA,NA,NA,NA,NA
139255777,122491735,33,M,NA,White,AG
139266665,122487345,NA,NA,NA,NA,NA
139266667,122487346,NA,U,NA,Unknown,00
139266668,122487347,NA,NA,NA,NA,NA
139266669,122487348,NA,M,NA,Black or African American,00
139266670,122487349,NA,M,NA,White,00
139266671,122487350,NA,NA,NA,NA,NA
139266672,122487351,21,M,NA,White,AG
139266678,122487353,38,M,NA,White,AG
139266681,122487355,21,F,NA,White,AG
139266680,122487355,18,F,NA,White,AG
139255782,122487356,NA,NA,NA,NA,NA
139255783,122491742,NA,U,NA,Unknown,00
139266682,122487357,NA,U,NA,Unknown,00
139266683,122487358,NA,M,NA,Black or African American,00
139266684,122487359,NA,NA,NA,NA,NA
139266685,122487360,NA,NA,NA,NA,NA
139255787,122491746,NA,NA,NA,NA,NA
139255790,122487362,28,F,NA,Black or African American,AG
139266688,122487363,NA,F,NA,Black or African American,00
139266689,122487365,32,M,NA,White,AG
139266690,122487366,27,F,NA,Black or African American,AG
139266691,122487367,NA,NA,NA,NA,NA
139266692,122487369,NA,NA,NA,NA,NA
139266693,122487370,NA,NA,NA,NA,NA
137269502,120787613,36,F,NA,Black or African American,AG
137269503,120787613,40,M,NA,Black or African American,AG
137269546,120787652,38,F,NA,White,AG
137269545,120787652,32,F,NA,Black or African American,AG
137269598,120787684,28,M,NA,Black or African American,AG
137269599,120787684,17,M,NA,Black or African American,AG
137269597,120787684,17,M,NA,Black or African American,AG
137269660,120787722,NA,F,NA,Black or African American,00
137269661,120787722,NA,M,NA,Black or African American,00
137269669,120787727,NA,U,NA,Unknown,00
137269708,120787761,19,M,NA,White,AG
137269709,120787761,21,M,NA,White,AG
137269710,120787762,19,M,NA,Black or African American,AG
137269719,120787766,24,M,NA,White,AG
137263306,120787769,30,F,NA,Black or African American,AG
137269728,120787772,NA,NA,NA,NA,NA
137263323,120787780,NA,F,NA,Black or African American,00
137269739,120787784,24,F,NA,Black or African American,AG
137263334,120787787,22,M,NA,White,AG
137269746,120787791,NA,U,NA,Unknown,00
137269790,120787819,NA,M,NA,Unknown,00
137263364,120783709,NA,F,NA,White,00
137269814,120787836,23,M,NA,Black or African American,AG
137269813,120787836,28,M,NA,Black or African American,AG
137269865,120787873,NA,NA,NA,NA,NA
137269867,120787875,18,M,NA,White,AG
137269868,120787876,NA,NA,NA,NA,NA
137269876,120787884,NA,U,NA,Unknown,00
137269885,120787891,NA,U,NA,Unknown,00
137269886,120787892,NA,F,NA,White,00
137269887,120787892,NA,M,NA,White,00
137269888,120787893,NA,NA,NA,NA,NA
137269891,120787896,NA,NA,NA,NA,NA
137269896,120787901,NA,NA,NA,NA,NA
137269919,120787920,39,M,NA,Black or African American,AG
137269928,120787927,NA,NA,NA,NA,NA
137269985,120787971,NA,NA,NA,NA,NA
137269987,120787974,18,M,NA,White,AG
137269988,120787975,29,M,NA,White,AG
137263440,120787980,34,M,NA,White,AG
137263439,120787980,35,F,NA,White,AG
137269995,120787983,NA,U,NA,Unknown,00
137270014,120787996,NA,NA,NA,NA,NA
137270015,120787997,NA,NA,NA,NA,NA
137270018,120787999,54,M,NA,Black or African American,AG
137270043,120788020,NA,NA,NA,NA,NA
137270053,120788030,65,M,NA,Asian,AG
137270056,120788032,29,M,NA,White,AG
137270061,120788036,NA,M,NA,Black or African American,00
137270060,120788036,14,M,NA,White,AG
137270059,120788036,16,M,NA,Black or African American,AG
137263462,120788038,28,F,NA,White,AG
137270063,120788040,NA,F,NA,Black or African American,00
137270078,120788052,24,M,NA,White,AG
137270085,120788058,20,M,NA,Unknown,AG
137270104,120788073,NA,M,NA,Black or African American,00
137270105,120788073,NA,F,NA,Black or African American,00
137263473,120788083,26,M,NA,Black or African American,AG
137270131,120788095,NA,NA,NA,NA,NA
137270159,120788112,NA,M,NA,White,00
137270163,120783797,NA,M,NA,Black or African American,00
137270162,120783797,38,M,NA,Black or African American,AG
137270173,120788123,NA,NA,NA,NA,NA
137270200,120788148,NA,U,NA,Unknown,00
137270201,120788149,NA,NA,NA,NA,NA
137270225,120788172,NA,M,NA,Black or African American,00
137270234,120788182,NA,NA,NA,NA,NA
137270237,120788185,NA,NA,NA,NA,NA
137270254,120788200,24,M,NA,Black or African American,AG
137270255,120788201,30,M,NA,Black or African American,AG
137270145,120788106,31,M,NA,Black or African American,AG
137270155,120788110,20,M,NA,Black or African American,AG
137270156,120788110,20,M,NA,Black or African American,AG
137270120,120788086,NA,NA,NA,NA,NA
137270157,120788110,20,M,NA,Black or African American,AG
137270158,120788111,62,F,NA,White,AG
137263476,120783789,25,M,NA,White,AG
137270125,120788089,NA,M,NA,Unknown,00
137270133,120788097,NA,U,NA,Unknown,00
137270134,120788098,NA,U,NA,Unknown,00
137270139,120788101,NA,NA,NA,NA,NA
137270171,120788121,18,F,NA,Black or African American,AG
137270177,120788127,57,M,NA,Black or African American,AG
137270178,120788128,NA,NA,NA,NA,NA
137270181,120788131,20,M,NA,Black or African American,AG
137270182,120788132,NA,NA,NA,NA,NA
137270183,120788133,27,M,NA,Black or African American,AG
137270194,120788144,47,M,NA,White,AG
137270198,120788146,16,M,NA,White,AG
137270197,120788146,46,F,NA,White,AG
137270213,120788160,NA,NA,NA,NA,NA
137270216,120788163,18,M,NA,White,AG
137263500,120788165,NA,U,NA,Unknown,00
137270222,120788169,NA,NA,NA,NA,NA
137270246,120788194,30,F,NA,White,AG
137270250,120788197,40,M,NA,Black or African American,AG
137270249,120788197,40,F,NA,White,AG
137270261,120788205,26,M,NA,Black or African American,AG
137270262,120788206,NA,NA,NA,NA,NA
137270265,120788209,NA,U,NA,Unknown,00
137270266,120788210,NA,NA,NA,NA,NA
137270276,120788220,33,M,NA,White,AG
137270277,120788221,NA,NA,NA,NA,NA
137270278,120788222,28,F,NA,Black or African American,AG
137270280,120788225,NA,U,NA,Unknown,00
137270281,120788226,23,M,NA,Asian,AG
137270285,120788229,52,F,NA,Black or African American,AG
137270286,120788230,NA,U,NA,Unknown,00
137270300,120788243,NA,NA,NA,NA,NA
137270302,120788245,NA,NA,NA,NA,NA
137270303,120788246,NA,NA,NA,NA,NA
137270304,120788247,NA,U,NA,Unknown,00
137270305,120788248,15,F,NA,White,AG
137270309,120788252,35,M,NA,Black or African American,AG
137270319,120788260,NA,NA,NA,NA,NA
137270320,120788261,NA,NA,NA,NA,NA
137270322,120788263,NA,NA,NA,NA,NA
137270324,120788265,NA,U,NA,Unknown,00
137270325,120788266,NA,NA,NA,NA,NA
137270333,120788274,NA,U,NA,Unknown,00
137270335,120788276,NA,NA,NA,NA,NA
137270338,120788278,NA,U,NA,Unknown,00
137270341,120788281,NA,NA,NA,NA,NA
137270348,120788288,NA,NA,NA,NA,NA
137270366,120788302,54,M,NA,Black or African American,AG
137270367,120788302,65,M,NA,Black or African American,AG
137270374,120788308,NA,U,NA,Unknown,00
137270376,120788309,25,M,NA,Black or African American,AG
137270375,120788309,20,M,NA,White,AG
137270377,120788310,NA,NA,NA,NA,NA
137270379,120788312,NA,NA,NA,NA,NA
137270387,120788319,49,F,NA,Black or African American,AG
137270402,120788331,NA,NA,NA,NA,NA
137270407,120788336,51,M,NA,Black or African American,AG
137270431,120788357,NA,NA,NA,NA,NA
137270432,120788358,NA,NA,NA,NA,NA
137270433,120788359,NA,NA,NA,NA,NA
137270439,120788361,NA,U,NA,Unknown,00
137270449,120788371,NA,NA,NA,NA,NA
137270450,120788372,16,F,NA,White,AG
137270451,120788372,14,M,NA,Black or African American,AG
137270462,120788381,NA,NA,NA,NA,NA
137270720,120788588,NA,NA,NA,NA,NA
137270721,120788589,NA,NA,NA,NA,NA
137270725,120788592,NA,NA,NA,NA,NA
137270727,120788594,NA,NA,NA,NA,NA
137270729,120788596,NA,U,NA,Unknown,00
137270735,120788602,NA,NA,NA,NA,NA
137270737,120788604,41,F,NA,Black or African American,AG
137270747,120788613,NA,NA,NA,NA,NA
137270748,120788614,34,M,NA,Black or African American,AG
137270749,120788615,NA,M,NA,Black or African American,00
137270751,120788617,NA,NA,NA,NA,NA
137270752,120788618,NA,U,NA,Unknown,00
137270754,120788620,54,M,NA,Black or African American,AG
137270755,120788621,34,F,NA,Black or African American,AG
137270758,120788623,15,M,NA,White,AG
137270757,120788623,15,M,NA,Black or African American,AG
137270759,120788624,27,M,NA,Black or African American,AG
137270783,120788641,42,F,NA,White,AG
137270787,120788644,NA,NA,NA,NA,NA
137270794,120788651,18,M,NA,White,AG
137270795,120788651,18,M,NA,White,AG
137270796,120788652,NA,F,NA,Black or African American,00
137270799,120788655,NA,U,NA,Unknown,00
137270800,120788656,NA,U,NA,Unknown,00
137270810,120788663,25,F,NA,White,AG
137270812,120788665,28,M,NA,White,AG
137270815,120788668,23,M,NA,White,AG
137270816,120788669,24,M,NA,White,AG
137270818,120788671,24,M,NA,Black or African American,AG
137270820,120788673,20,F,NA,White,AG
137270822,120788675,NA,NA,NA,NA,NA
137270823,120788676,40,F,NA,White,AG
137270824,120788676,34,M,NA,White,AG
137270826,120788678,15,M,NA,White,AG
137270827,120788679,NA,NA,NA,NA,NA
137270829,120788681,20,M,NA,Black or African American,AG
137270833,120788682,20,M,NA,Black or African American,AG
137270830,120788682,NA,M,NA,Black or African American,00
137270831,120788682,NA,M,NA,Black or African American,00
137270832,120788682,17,M,NA,Black or African American,AG
137270835,120788684,NA,U,NA,Unknown,00
137270844,120788691,13,M,NA,White,AG
137270846,120788691,13,M,NA,Black or African American,AG
137270845,120788691,13,M,NA,White,AG
137270847,120788692,35,M,NA,Black or African American,AG
137270849,120788694,NA,U,NA,Unknown,00
137270850,120788695,14,M,NA,White,AG
137270853,120788698,64,M,NA,White,AG
137270861,120788704,NA,NA,NA,NA,NA
137270862,120788705,NA,NA,NA,NA,NA
137270867,120788710,NA,NA,NA,NA,NA
137270868,120788711,NA,U,NA,Unknown,00
137270881,120788720,32,M,NA,Black or African American,AG
137270883,120788721,30,F,NA,Black or African American,AG
137270882,120788721,29,M,NA,Black or African American,AG
137270897,120788731,NA,NA,NA,NA,NA
137270898,120788732,NA,NA,NA,NA,NA
137270900,120788734,NA,M,NA,Unknown,00
137270901,120788735,36,F,NA,Black or African American,AG
137270911,120788743,18,F,NA,White,AG
137270909,120788743,21,F,NA,Black or African American,AG
137270910,120788743,17,F,NA,White,AG
137270915,120788746,20,M,NA,White,AG
137270916,120788747,NA,NA,NA,NA,NA
137270917,120788748,15,M,NA,Asian,AG
137270920,120788751,24,F,NA,Black or African American,AG
137270921,120788752,NA,M,NA,White,00
137270922,120788752,13,M,NA,White,AG
137270925,120788755,NA,NA,NA,NA,NA
137270929,120788757,33,M,NA,White,AG
137270934,120788762,NA,M,NA,Black or African American,00
137270936,120788763,24,M,NA,Black or African American,AG
137270935,120788763,NA,M,NA,Black or African American,00
137270937,120788764,NA,NA,NA,NA,NA
137270939,120788766,NA,NA,NA,NA,NA
137270940,120788767,NA,U,NA,Unknown,00
137270943,120788770,NA,NA,NA,NA,NA
137270944,120788771,NA,NA,NA,NA,NA
137270950,120788774,50,F,NA,White,AG
137270951,120788775,NA,M,NA,White,00
137270953,120788777,28,M,NA,Black or African American,AG
137270954,120788778,22,F,NA,Black or African American,AG
137270963,120788785,17,M,NA,Black or African American,AG
137270970,120788791,NA,NA,NA,NA,NA
137270972,120788792,29,M,NA,Black or African American,AG
137270971,120788792,35,F,NA,Black or African American,AG
137270974,120788794,NA,NA,NA,NA,NA
137270975,120788795,NA,NA,NA,NA,NA
137270988,120788807,53,M,NA,Black or African American,AG
